stemmed_tokens
"['puffer', 'jacket', 'made', 'tearresist', 'ripstop', 'fabric', 'high', 'collar', 'adjust', 'long', 'sleev', 'adhes', 'strap', 'welt', 'pocket', 'hip', 'adjust', 'hem', 'side', 'elast', 'front', 'zip', 'closur']"
"['straight', 'fit', 'blazer', 'point', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'central', 'back', 'vent', 'hem', 'front', 'button', 'closur']"
"['slim', 'fit', 'jacket', 'notch', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'welt', 'pocket', 'chest', 'flap', 'pocket', 'hip', 'interior', 'pocket', 'back', 'vent', 'front', 'button', 'closur']"
"['slim', 'fit', 'jacket', 'made', 'viscos', 'blend', 'fabric', 'notch', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'welt', 'pocket', 'chest', 'flap', 'pocket', 'hip', 'interior', 'pocket', 'back', 'vent', 'front', 'button', 'closur']"
"['jacket', 'made', 'faux', 'leather', 'faux', 'shearl', 'fleec', 'interior', 'tab', 'lapel', 'collar', 'long', 'sleev', 'zip', 'pocket', 'hip', 'front', 'zip', 'closur']"
"['relax', 'fit', 'jacket', 'contrast', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'front', 'pouch', 'pocket', 'interior', 'pocket', 'wash', 'effect', 'front', 'zip', 'closur']"
"['faux', 'leather', 'puffer', 'jacket', 'high', 'collar', 'long', 'sleev', 'rib', 'interior', 'cuff', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'adjust', 'hem', 'side', 'elast', 'front', 'zip', 'closur']"
"['straight', 'fit', 'blazer', 'made', 'linen', 'notch', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'welt', 'pocket', 'chest', 'flap', 'pocket', 'hip', 'interior', 'pocket', 'back', 'vent', 'front', 'button', 'closur']"
"['jacket', 'made', 'italian', 'wool', 'point', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'welt', 'pocket', 'chest', 'flap', 'pocket', 'hip', 'interior', 'pocket', 'back', 'vent', 'front', 'button', 'closur']"
"['puffer', 'jacket', 'made', 'shini', 'finish', 'technic', 'fabric', 'fill', 'blend', 'feather', 'high', 'collar', 'adjust', 'hood', 'long', 'sleev', 'elast', 'cuff', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'adjust', 'hem', 'side', 'elast', 'front', 'zip', 'closur']"
"['jacket', 'made', 'wool', 'blend', 'fabric', 'lapel', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'front', 'zip', 'closur']"
"['overs', 'crop', 'jacket', 'notch', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'flap', 'pocket', 'waist', 'ad', 'interior', 'pocket', 'front', 'button', 'closur']"
"['jacket', 'lapel', 'collar', 'snap', 'button', 'detail', 'long', 'sleev', 'zip', 'cuff', 'front', 'zip', 'pocket', 'interior', 'pocket', 'asymmetr', 'front', 'closur', 'metal', 'zipper']"
"['leather', 'jacket', 'crop', 'length', 'lapel', 'collar', 'long', 'sleev', 'front', 'hidden', 'inseam', 'pocket', 'front', 'zip', 'closur']"
"['boxi', 'fit', 'jacket', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'welt', 'pocket', 'hip', 'front', 'button', 'closur']"
"['jacket', 'made', 'faux', 'leather', 'fabric', 'lapel', 'collar', 'snap', 'button', 'detail', 'long', 'sleev', 'zip', 'cuff', 'front', 'zip', 'pocket', 'chest', 'hip', 'interior', 'pocket', 'asymmetr', 'front', 'closur', 'metal', 'zipper']"
"['jacket', 'made', 'faux', 'sued', 'fabric', 'rib', 'elast', 'high', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'rib', 'trim', 'front', 'zip', 'closur']"
"['jacket', 'made', 'denim', 'fabric', 'pad', 'interior', 'rib', 'elast', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'elast', 'hem', 'allov', 'contrast', 'topstitch', 'detail', 'front', 'zip', 'closur']"
"['crop', 'jacket', 'made', 'wool', 'blend', 'fabric', 'high', 'collar', 'long', 'sleev', 'elast', 'cuff', 'front', 'patch', 'pocket', 'flap', 'elast', 'hem', 'front', 'snap', 'button', 'closur']"
"['straight', 'fit', 'blazer', 'made', 'linen', 'notch', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'flap', 'pocket', 'hip', 'interior', 'pocket', 'back', 'vent', 'front', 'button', 'closur']"
"['lapel', 'collar', 'jacket', 'long', 'sleev', 'button', 'cuff', 'patch', 'pocket', 'flap', 'chest', 'side', 'pocket', 'hip', 'front', 'hidden', 'button', 'closur']"
"['crop', 'jacket', 'lightli', 'quilt', 'interior', 'lapel', 'collar', 'long', 'sleev', 'flap', 'patch', 'pocket', 'hip', 'wash', 'effect', 'rib', 'hem', 'front', 'zip', 'closur']"
"['relax', 'fit', 'jacket', 'leather', 'spread', 'collar', 'long', 'sleev', 'slit', 'cuff', 'button', 'closur', 'patch', 'pocket', 'hip', 'back', 'vent', 'front', 'button', 'closur']"
"['lightweight', 'jacket', 'made', 'technic', 'fabric', 'round', 'neck', 'long', 'sleev', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'rib', 'trim', 'front', 'zip', 'closur']"
"['straight', 'fit', 'jacket', 'made', 'dens', 'stretch', 'fabric', 'notch', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'welt', 'pocket', 'chest', 'flap', 'pocket', 'hip', 'interior', 'pocket', 'back', 'vent', 'front', 'button', 'closur']"
"['jacket', 'made', 'faux', 'leather', 'fabric', 'high', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'rib', 'trim', 'front', 'zip', 'closur']"
"['varsiti', 'jacket', 'made', 'faux', 'sued', 'fabric', 'doubl', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'front', 'back', 'contrast', 'patch', 'appliqu', 'embroideri', 'rib', 'trim', 'front', 'snap', 'button', 'closur']"
"['overshirt', 'made', 'stretchi', 'fabric', 'lapel', 'collar', 'long', 'sleev', 'snap', 'button', 'cuff', 'chest', 'patch', 'pocket', 'front', 'snap', 'button', 'closur']"
"['jacket', 'made', 'technic', 'fabric', 'pad', 'interior', 'tonal', 'elast', 'rib', 'high', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'interior', 'elast', 'finish', 'front', 'zip', 'closur']"
"['overs', 'jacket', 'notch', 'lapel', 'collar', 'long', 'sleev', 'flap', 'pocket', 'hip', 'interior', 'pocket', 'front', 'button', 'closur']"
"['varsiti', 'jacket', 'elast', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'embroid', 'appliqu', 'contrast', 'front', 'back', 'patch', 'rib', 'trim', 'front', 'snap', 'button', 'closur']"
"['varsiti', 'jacket', 'pad', 'interior', 'rib', 'elast', 'collar', 'long', 'sleev', 'contrast', 'faux', 'leather', 'doubl', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'contrast', 'patch', 'appliqu', 'front', 'back', 'rib', 'trim', 'front', 'snap', 'button', 'closur']"
"['jacket', 'lightli', 'pad', 'interior', 'rib', 'collar', 'long', 'sleev', 'flap', 'pocket', 'waist', 'rib', 'trim', 'front', 'asymmetr', 'zip', 'closur']"
"['faux', 'leather', 'jacket', 'pad', 'interior', 'lapel', 'collar', 'long', 'sleev', 'snap', 'button', 'cuff', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'elast', 'hem', 'front', 'zip', 'hidden', 'snap', 'button', 'flap']"
"['jacket', 'made', 'faux', 'leather', 'fabric', 'rib', 'elast', 'collar', 'long', 'sleev', 'zip', 'pocket', 'flap', 'hip', 'interior', 'pocket', 'elast', 'hem', 'front', 'zip', 'closur']"
"['varsiti', 'jacket', 'high', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'rib', 'trim', 'front', 'snap', 'button', 'closur']"
"['lapel', 'collar', 'jacket', 'long', 'sleev', 'button', 'cuff', 'flap', 'pocket', 'chest', 'welt', 'pocket', 'hip', 'front', 'button', 'closur']"
"['jacket', 'made', 'faux', 'sued', 'fabric', 'rib', 'elast', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'rib', 'trim', 'front', 'zip', 'closur']"
"['jacket', 'made', 'sued', 'crop', 'length', 'lapel', 'collar', 'long', 'sleev', 'front', 'hidden', 'inseam', 'pocket', 'front', 'zip', 'closur']"
"['jacket', 'made', 'wool', 'blend', 'fabric', 'lightli', 'pad', 'interior', 'lapel', 'collar', 'long', 'sleev', 'front', 'patch', 'pocket', 'flap', 'interior', 'pocket', 'crop', 'length', 'rib', 'elast', 'hem', 'front', 'hidden', 'button', 'closur', 'origin', 'special', 'collect']"
"['jacket', 'lightli', 'pad', 'interior', 'contrast', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'wash', 'effect', 'doubl', 'welt', 'pocket', 'chest', 'hip', 'front', 'zip', 'closur']"
"['jacket', 'made', 'textur', 'fabric', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'patch', 'pocket', 'chest', 'hidden', 'pocket', 'hip', 'side', 'vent', 'hem', 'front', 'button', 'closur']"
"['jacket', 'made', 'dens', 'cotton', 'fabric', 'cut', 'bia', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'crop', 'length', 'front', 'zip', 'closur']"
"['quilt', 'jacket', 'made', 'technic', 'fabric', 'high', 'collar', 'long', 'sleev', 'flap', 'pocket', 'chest', 'hidden', 'inseam', 'pocket', 'side', 'hip', 'interior', 'pocket', 'interior', 'elast', 'hem', 'crop', 'length', 'front', 'zip', 'closur']"
"['jacket', 'made', 'technic', 'fabric', 'quilt', 'interior', 'lapel', 'collar', 'long', 'sleev', 'flap', 'patch', 'pocket', 'hip', 'rib', 'trim', 'front', 'button', 'closur']"
"['jacket', 'made', 'faux', 'leather', 'fabric', 'lapel', 'collar', 'long', 'sleev', 'snap', 'button', 'cuff', 'welt', 'pocket', 'hip', 'front', 'snap', 'button', 'closur']"
"['lapel', 'collar', 'jacket', 'long', 'sleev', 'button', 'cuff', 'flap', 'pocket', 'chest', 'welt', 'pocket', 'hip', 'front', 'button', 'closur']"
"['denim', 'jacket', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'flap', 'pocket', 'chest', 'welt', 'pocket', 'hip', 'wash', 'effect', 'rip', 'front', 'button', 'closur']"
"['jacket', 'lightli', 'pad', 'interior', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'flap', 'pocket', 'chest', 'welt', 'pocket', 'hip', 'front', 'button', 'closur']"
"['varsiti', 'jacket', 'made', 'faux', 'sued', 'fabric', 'lapel', 'collar', 'long', 'sleev', 'doubl', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'front', 'contrast', 'patch', 'appliqu', 'embroideri', 'rib', 'trim', 'front', 'snap', 'button', 'closur']"
"['jacket', 'made', 'technic', 'fabric', 'pad', 'interior', 'high', 'collar', 'front', 'zip', 'closur', 'long', 'sleev', 'elast', 'strap', 'cuff', 'front', 'back', 'contrast', 'embroid', 'text', 'zip', 'pocket', 'hip', 'adjust', 'elast', 'strap', 'hem', 'side', 'zipper', 'strap']"
"['boxi', 'bomber', 'jacket', 'rib', 'elast', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'elastic', 'trim', 'front', 'zip', 'closur']"
"['relax', 'fit', 'overshirt', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'side', 'hidden', 'inseam', 'pocket', 'front', 'button', 'closur']"
"['straight', 'fit', 'blazer', 'notch', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'flap', 'pocket', 'hip', 'interior', 'pocket', 'central', 'back', 'vent', 'hem', 'front', 'button', 'closur']"
"['puffer', 'jacket', 'high', 'collar', 'adjust', 'hood', 'long', 'sleev', 'interior', 'rib', 'cuff', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'adjust', 'hem', 'side', 'elast', 'front', 'zip', 'hidden', 'snap', 'button', 'flap']"
"['pad', 'jacket', 'made', 'technic', 'fabric', 'high', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'elastic', 'trim', 'front', 'zip', 'closur']"
"['jacket', 'made', 'cotton', 'blend', 'fabric', 'high', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'rib', 'trim', 'crop', 'length', 'front', 'zip', 'closur']"
"['jacket', 'made', 'dens', 'technic', 'fabric', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'multifunct', 'front', 'pocket', 'front', 'zip', 'hidden', 'snap', 'button', 'flap']"
"['overs', 'jacket', 'made', 'technic', 'fabric', 'high', 'collar', 'long', 'sleev', 'pocket', 'detail', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'rib', 'trim', 'adjust', 'asymmetr', 'hem', 'side', 'zipper', 'front', 'zip', 'closur']"
"['roomi', 'jacket', 'made', 'lightweight', 'fabric', 'lapel', 'collar', 'long', 'sleev', 'elast', 'cuff', 'contrast', 'patch', 'appliqu', 'embroideri', 'front', 'back', 'front', 'pouch', 'pocket', 'elast', 'hem', 'front', 'zip', 'closur']"
"['jacket', 'made', 'cotton', 'denim', 'lapel', 'collar', 'long', 'sleev', 'button', 'cuff', 'patch', 'pocket', 'chest', 'side', 'pocket', 'hip', 'wash', 'effect', 'front', 'zip', 'closur']"
"['lapel', 'collar', 'jacket', 'long', 'sleev', 'button', 'cuff', 'flap', 'pocket', 'chest', 'welt', 'pocket', 'hip', 'wash', 'uneven', 'textur', 'effect', 'front', 'button', 'closur']"
"['jacket', 'made', 'technic', 'effect', 'fabric', 'pad', 'interior', 'faux', 'shearl', 'lapel', 'collar', 'long', 'sleev', 'elast', 'cuff', 'welt', 'pocket', 'hip', 'rib', 'trim', 'front', 'zip', 'closur']"
"['jacket', 'made', 'wool', 'blend', 'fabric', 'lapel', 'collar', 'long', 'sleev', 'welt', 'pocket', 'hip', 'interior', 'pocket', 'rib', 'trim', 'front', 'zip', 'closur']"
